"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Address","Cross.Street","Location","Zip.Codes","Census.Tracts","Precinct.Boundaries","LA.Specific.Plans","Council.Districts","Neighborhood.Councils..Certified."
"716",190111673,"2019-04-20T00:00:00.000","2019-04-20T00:00:00.000",1555,1,"Central",111,997,"TRAFFIC COLLISION","3101 3401 3701 3003 3026 3036",83,"M","C",101,"STREET","SPRING                       ST","ALPINE                       ST","{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'longitude': '-118.2369', 'latitude': '34.0619'}",22728,540,449,NA,11,28
"47801",180912658,"2018-06-13T00:00:00.000","2018-06-13T00:00:00.000",800,9,"Van Nuys",911,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4026",25,"F","H",101,"STREET","HAYNES                       ST","LANGDON                      ST","{'longitude': '-118.4692', 'latitude': '34.189'}",19734,227,560,NA,3,18
"230725",151307821,"2015-03-08T00:00:00.000","2015-03-08T00:00:00.000",550,13,"Newton",1352,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3026 3036",41,"M","H",101,"STREET","SAN PEDRO                    ST","46TH                         ST","{'longitude': '-118.2696', 'latitude': '34.0021'}",22727,716,1342,7,13,NA
"42434",181416350,"2018-07-18T00:00:00.000","2018-07-17T00:00:00.000",1000,14,"Pacific",1494,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4014",70,"M","B",212,"TRANSPORTATION FACILITY (AIRPORT)","SKY                          WY","96TH                         ST","{'longitude': '-118.4095', 'latitude': '33.942'}",23676,2340,445,12,10,16
"235328",151705561,"2015-02-04T00:00:00.000","2015-02-03T00:00:00.000",1315,17,"Devonshire",1799,997,"TRAFFIC COLLISION","3006 3030 3028 3037 3101 3401 3701 4026",24,"M","B",101,"STREET","HASKELL                      AV","ROSCOE                       BL","{'longitude': '-118.4765', 'latitude': '34.2214'}",18914,121,426,NA,2,88
"151087",160122013,"2016-08-25T00:00:00.000","2016-08-25T00:00:00.000",1340,1,"Central",124,997,"TRAFFIC COLLISION","3401 3701 3004 3030 3032 3102",49,"F","B",108,"PARKING LOT","LOS ANGELES                  ST","1ST                          ST","{'longitude': '-118.2424', 'latitude': '34.0515'}",22728,543,1502,NA,9,76
"452917",101111305,"2010-04-30T00:00:00.000","2010-04-29T00:00:00.000",2115,11,"Northeast",1161,997,"TRAFFIC COLLISION","",46,"F","H",101,"STREET","EDGEMONT                     AV","LEXINGTON                    AV","{'longitude': '-118.2961', 'latitude': '34.0934'}",23447,432,460,16,8,58
"355358",121416321,"2012-06-24T00:00:00.000","2012-06-23T00:00:00.000",2300,14,"Pacific",1407,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701",25,"M","O",101,"STREET","MOTOR","REGENT","{'longitude': '-118.4043', 'latitude': '34.021'}",23451,882,981,9,6,74
"83156",171920868,"2017-10-29T00:00:00.000","2017-10-29T00:00:00.000",235,19,"Mission",1961,997,"TRAFFIC COLLISION","3004 3037 3029 3025 3101 3401 3701 4019",84,"M","H",101,"STREET","NORDHOFF","ORION","{'longitude': '-118.472', 'latitude': '34.2356'}",18914,116,1092,NA,1,73
"233569",152006287,"2015-02-15T00:00:00.000","2015-02-15T00:00:00.000",730,20,"Olympic",2041,997,"TRAFFIC COLLISION","4027 3006 3028 3030 3035 3037 3101 3401 3701",31,"M","H",101,"STREET","BRONSON                      AV","OLYMPIC                      BL","{'longitude': '-118.3227', 'latitude': '34.0527'}",23080,612,1229,NA,12,52
"455035",100611124,"2010-04-12T00:00:00.000","2010-04-12T00:00:00.000",1035,6,"Hollywood",632,997,"TRAFFIC COLLISION","",23,"F","W",101,"STREET","SUNSET                       BL","CRESCENT HEIGHTS             BL","{'longitude': '-118.3656', 'latitude': '34.098'}",23677,458,728,NA,7,82
"412794",112107906,"2011-03-20T00:00:00.000","2011-03-20T00:00:00.000",330,21,"Topanga",2136,997,"TRAFFIC COLLISION","",34,"F","H",101,"STREET","SATICOY                      ST","ETON                         AV","{'longitude': '-118.5955', 'latitude': '34.2083'}",4278,276,1465,NA,4,37
"234101",151605605,"2015-02-12T00:00:00.000","2015-02-12T00:00:00.000",740,16,"Foothill",1612,997,"TRAFFIC COLLISION","0605 3004 3036 3026 3101 3401 3701 4016",42,"F","H",101,"STREET","GLENOAKS                     BL","DESMOND                      ST","{'longitude': '-118.4202', 'latitude': '34.2733'}",18907,24,1376,NA,1,11
"53711",181110033,"2018-05-05T00:00:00.000","2018-05-05T00:00:00.000",2130,11,"Northeast",1107,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",43,"M","H",101,"STREET","YOSEMITE","GLACIER","{'longitude': '-118.1935', 'latitude': '34.1333'}",23672,364,512,NA,9,60
"114752",171909803,"2017-04-14T00:00:00.000","2017-04-14T00:00:00.000",200,19,"Mission",1959,997,"TRAFFIC COLLISION","3006 3030 3028 3037 3101 3401 3701 4019",41,"M","X",101,"STREET","10200    ARLETA                       AV","","{'longitude': '-118.4403', 'latitude': '34.2555'}",18907,131,399,NA,3,41
"58735",181409580,"2018-04-03T00:00:00.000","2018-04-03T00:00:00.000",45,14,"Pacific",1445,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4014",57,"M","W",101,"STREET","VENICE","CENTINELA","{'longitude': '-118.4351', 'latitude': '34.0028'}",24031,900,1244,10,10,27
"107315",170810932,"2017-05-31T00:00:00.000","2017-05-31T00:00:00.000",535,8,"West LA",853,997,"TRAFFIC COLLISION","3011 3028 3030 3035 3037 3102 3401 3701 4008",NA,"X","X",101,"STREET","BELOIT                       AV","SANTA MONICA                 BL","{'longitude': '-118.4473', 'latitude': '34.0468'}",23443,861,746,9,10,50
"145391",160917968,"2016-09-30T00:00:00.000","2016-09-30T00:00:00.000",1750,9,"Van Nuys",989,997,"TRAFFIC COLLISION","3004 3037 3025 3101 3401 3701 4026",45,"M","O",101,"STREET","WOODMAN                      AV","MILBANK                      ST","{'longitude': '-118.4312', 'latitude': '34.153'}",19736,331,694,NA,7,83
"62541",181707331,"2018-03-09T00:00:00.000","2018-03-09T00:00:00.000",2255,17,"Devonshire",1798,997,"TRAFFIC COLLISION","3004 3029 3026 3101 3701 4017 3037 3401",32,"M","H",101,"STREET","NORDHOFF                     ST","WOODLEY                      AV","{'longitude': '-118.4851', 'latitude': '34.2356'}",18914,120,256,NA,2,88
"292195",130816601,"2013-11-15T00:00:00.000","2013-11-15T00:00:00.000",1105,8,"West LA",853,997,"TRAFFIC COLLISION","3004 3034 3036 3101 3401 3701 4027",27,"F","W",101,"STREET","SANTA MONICA                 BL","SAWTELLE                     BL","{'longitude': '-118.4484', 'latitude': '34.0465'}",23443,861,746,9,10,50
"401252",110315175,"2011-06-24T00:00:00.000","2011-06-23T00:00:00.000",1745,3,"Southwest",334,997,"TRAFFIC COLLISION","",40,"M","H",101,"STREET","NORTON                       AV","29TH                         ST","{'longitude': '-118.3327', 'latitude': '34.0295'}",23079,662,920,7,12,19
"250711",141118045,"2014-10-11T00:00:00.000","2014-10-10T00:00:00.000",1850,11,"Northeast",1181,997,"TRAFFIC COLLISION","3101 3401 3701 3026 3004",35,"F","O",101,"STREET","SCOTT","ALVARADO","{'longitude': '-118.2607', 'latitude': '34.0822'}",23444,468,634,NA,8,31
"219784",151111156,"2015-05-25T00:00:00.000","2015-05-24T00:00:00.000",2215,11,"Northeast",1117,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3030 3036",57,"F","O",101,"STREET","EAGLE ROCK                   BL","NORWALK","{'longitude': '-118.216', 'latitude': '34.1325'}",23672,358,1434,NA,9,60
"243584",141718645,"2014-12-03T00:00:00.000","2014-12-03T00:00:00.000",1455,17,"Devonshire",1753,997,"TRAFFIC COLLISION","3004 3030 3028 3101 3401 3701 4017",42,"F","H",101,"STREET","DEVONSHIRE                   ST","MASON                        AV","{'longitude': '-118.5798', 'latitude': '34.2573'}",4284,87,230,4,2,43
"25865",180623001,"2018-10-29T00:00:00.000","2018-10-29T00:00:00.000",1010,6,"Hollywood",636,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",40,"M","O",101,"STREET","MC CADDEN                    PL","HOLLYWOOD                    BL","{'longitude': '-118.3374', 'latitude': '34.1016'}",23446,416,864,NA,8,82
"31631",182116699,"2018-09-23T00:00:00.000","2018-09-23T00:00:00.000",1750,21,"Topanga",2185,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4026",47,"F","A",101,"STREET","TOPANGA CANYON               BL","VENTURA                      BL","{'longitude': '-118.6058', 'latitude': '34.1685'}",19347,309,1489,6,4,49
"343299",120120523,"2012-09-28T00:00:00.000","2012-09-28T00:00:00.000",1215,1,"Central",161,997,"TRAFFIC COLLISION","3101 3401 3701 3008 3034 3025",53,"M","W",101,"STREET","8TH                          ST","FIGUEROA                     ST","{'longitude': '-118.2627', 'latitude': '34.0487'}",23078,546,1050,NA,9,76
"451867",100110437,"2010-05-07T00:00:00.000","2010-05-07T00:00:00.000",1250,1,"Central",111,997,"TRAFFIC COLLISION","",45,"F","B",101,"STREET","COLLEGE                      ST","N  BROADWAY","{'longitude': '-118.2375', 'latitude': '34.064'}",22728,540,449,NA,11,28
"171317",161008496,"2016-04-17T00:00:00.000","2016-04-16T00:00:00.000",2220,10,"West Valley",1065,997,"TRAFFIC COLLISION","3037 3034 3028 3101 3401 3701 4026 3012",NA,"X","X",101,"STREET","VENTURA                      BL","ALONZO                       AV","{'longitude': '-118.522', 'latitude': '34.1636'}",4286,324,1284,6,6,62
"127456",170905326,"2017-01-24T00:00:00.000","2017-01-24T00:00:00.000",1915,9,"Van Nuys",985,997,"TRAFFIC COLLISION","3004 3037 3030 3028 3101 3401 3701 4009",31,"M","W",101,"STREET","HAZELTINE                    AV","MOORPARK                     ST","{'longitude': '-118.44', 'latitude': '34.153'}",19736,333,692,NA,7,83
"56553",180909470,"2018-04-17T00:00:00.000","2018-04-16T00:00:00.000",1720,9,"Van Nuys",926,997,"TRAFFIC COLLISION","3004 3036 3025 3101 3401 3701 4009",20,"M","O",101,"STREET","VANOWEN                      ST","MATILIJA                     AV","{'longitude': '-118.4334', 'latitude': '34.194'}",19733,234,506,NA,5,18
"31035",181319935,"2018-09-28T00:00:00.000","2018-09-27T00:00:00.000",2130,13,"Newton",1361,997,"TRAFFIC COLLISION","",29,"M","H",101,"STREET","47TH                         ST","BROADWAY","{'longitude': '-118.2783', 'latitude': '34.0011'}",23668,737,655,7,13,NA
"40867",181417007,"2018-07-27T00:00:00.000","2018-07-27T00:00:00.000",1400,14,"Pacific",1441,997,"TRAFFIC COLLISION","3011 3028 3030 3035 3036 3101 3401 3701 4014",25,"F","B",101,"STREET","VENICE","WASHINGTON","{'longitude': '-118.4646', 'latitude': '33.9877'}",25073,913,1133,10,10,30
"120770",170507090,"2017-03-08T00:00:00.000","2017-03-08T00:00:00.000",1700,5,"Harbor",557,997,"TRAFFIC COLLISION","3030 3028 3037 4005 3011",36,"F","O",101,"STREET","800 W  6TH                          ST","","{'longitude': '-118.2945', 'latitude': '33.7388'}",3342,975,1206,NA,15,36
"71580",181504470,"2018-01-11T00:00:00.000","2018-01-10T00:00:00.000",755,15,"N Hollywood",1526,997,"TRAFFIC COLLISION","3003 3037 3029 3024 3101 3401 3701 4015",74,"M","H",101,"STREET","VICTORY                      BL","E  BECK                         AV","{'longitude': '-118.3834', 'latitude': '34.1867'}",8889,193,275,NA,5,13
"339293",121120156,"2012-10-29T00:00:00.000","2012-10-29T00:00:00.000",900,11,"Northeast",1162,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036 3026",26,"M","W",101,"STREET","HILLHURST","SUNSET","{'longitude': '-118.2874', 'latitude': '34.0982'}",23445,434,1285,16,8,58
"284060",140605332,"2014-01-24T00:00:00.000","2014-01-24T00:00:00.000",15,6,"Hollywood",627,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3101 3401 3701 4027",22,"F","W",101,"STREET","BEACHWOOD                    DR","WINANS                       DR","{'longitude': '-118.3215', 'latitude': '34.1133'}",24033,404,343,NA,7,64
"340444",121520477,"2012-10-22T00:00:00.000","2012-10-20T00:00:00.000",100,15,"N Hollywood",1516,997,"TRAFFIC COLLISION","0605 3006 3030 3037 3101 3401",49,"M","H",101,"STREET","LEMP                         AV","KITTRIDGE                    ST","{'longitude': '-118.3845', 'latitude': '34.1903'}",8889,193,275,NA,5,13
"57040",182009608,"2018-04-13T00:00:00.000","2018-04-13T00:00:00.000",650,20,"Olympic",2069,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3104 3401 3701 4020",49,"M","H",101,"STREET","CORDOVA                      ST","NORMANDIE                    AV","{'longitude': '-118.2879', 'latitude': '34.0499'}",22723,622,479,NA,11,8
"409165",111412974,"2011-04-18T00:00:00.000","2011-04-18T00:00:00.000",830,14,"Pacific",1437,997,"TRAFFIC COLLISION","",NA,"F","X",101,"STREET","3500 S  SEPULVEDA                    BL","","{'longitude': '-118.4222', 'latitude': '34.0193'}",23451,895,841,9,6,27
"320431",130407678,"2013-04-04T00:00:00.000","2013-04-04T00:00:00.000",1420,4,"Hollenbeck",401,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",NA,"F","F",101,"STREET","GRIFFIN                      AV","AVENUE 43","{'longitude': '-118.204', 'latitude': '34.092'}",23448,490,606,NA,11,92
"190104",151322716,"2015-12-12T00:00:00.000","2015-12-12T00:00:00.000",250,13,"Newton",1365,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",34,"F","H",101,"STREET","49TH                         ST","ASCOT                        AV","{'longitude': '-118.2499', 'latitude': '33.9984'}",22727,719,983,7,13,51
"200532",151117834,"2015-10-04T00:00:00.000","2015-10-04T00:00:00.000",35,11,"Northeast",1152,997,"TRAFFIC COLLISION","3004 3006 3101 3401 3701 3801",31,"F","O",101,"STREET","TALMADGE","SUNSET","{'longitude': '-118.283', 'latitude': '34.0982'}",23445,466,601,NA,7,3
"460621",100307797,"2010-02-26T00:00:00.000","2010-02-26T00:00:00.000",1130,3,"Southwest",321,997,"TRAFFIC COLLISION","",86,"M","B",101,"STREET","LA CIENEGA                   BL","BOWESFIELD                   ST","{'longitude': '-118.3723', 'latitude': '34.0234'}",23077,669,1068,NA,12,17
"135624",160326362,"2016-12-01T00:00:00.000","2016-12-01T00:00:00.000",1250,3,"Southwest",393,997,"TRAFFIC COLLISION","4025 3037 3025 3101",NA,"F","B",101,"STREET","LEIMERT                      BL","STOCKER                      ST","{'longitude': '-118.3268', 'latitude': '34.0077'}",22725,749,1020,7,12,54
"100371",170317063,"2017-07-15T00:00:00.000","2017-07-15T00:00:00.000",840,3,"Southwest",379,997,"TRAFFIC COLLISION","4025 3036 3004 3026 3101",62,"M","H",101,"STREET","BUDLONG                      AV","BROWNING                     BL","{'longitude': '-118.2959', 'latitude': '34.0121'}",23668,728,1150,7,14,32
"135918",160221067,"2016-11-29T00:00:00.000","2016-11-29T00:00:00.000",1155,2,"Rampart",256,997,"TRAFFIC COLLISION","3101 3401 3701 3003 3025 3036",37,"F","H",101,"STREET","UNION                        AV","WILSHIRE                     BL","{'longitude': '-118.2707', 'latitude': '34.0547'}",23078,561,836,NA,11,68
"387089",112117804,"2011-10-13T00:00:00.000","2011-10-13T00:00:00.000",1805,21,"Topanga",2137,997,"TRAFFIC COLLISION","1501",27,"F","H",101,"STREET","DE SOTO                      AV","SHERMAN                      WY","{'longitude': '-118.5885', 'latitude': '34.2011'}",4278,271,273,NA,4,37
"441935",100318696,"2010-07-28T00:00:00.000","2010-07-28T00:00:00.000",740,3,"Southwest",336,997,"TRAFFIC COLLISION","0605",57,"M","K",101,"STREET","ARLINGTON                    AV","MONTCLAIR","{'longitude': '-118.3177', 'latitude': '34.0297'}",23079,659,917,7,12,19
"400092",112113026,"2011-07-02T00:00:00.000","2011-07-02T00:00:00.000",930,21,"Topanga",2107,997,"TRAFFIC COLLISION","",45,"M","W",101,"STREET","PARTHENIA                    ST","CANOGA                       AV","{'longitude': '-118.597', 'latitude': '34.2282'}",4279,94,1457,NA,4,37
"189798",150718352,"2015-12-14T00:00:00.000","2015-12-14T00:00:00.000",805,7,"Wilshire",767,997,"TRAFFIC COLLISION","3004 3028 3034 3037 3101 3401 3701 4027",41,"M","O",101,"STREET","CRENSHAW                     BL","PICO                         BL","{'longitude': '-118.3284', 'latitude': '34.0478'}",23080,648,1345,NA,12,69
"435058",100322605,"2010-09-25T00:00:00.000","2010-09-24T00:00:00.000",2000,3,"Southwest",327,997,"TRAFFIC COLLISION","",28,"M","W",101,"STREET","29TH                         ST","ORCHARD                      AV","{'longitude': '-118.2874', 'latitude': '34.0284'}",22724,684,976,7,13,32
"18884",180820558,"2018-12-12T00:00:00.000","2018-12-11T00:00:00.000",1,8,"West LA",859,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",36,"F","W",101,"STREET","CASHIO                       ST","WOOSTER                      ST","{'longitude': '-118.383', 'latitude': '34.052'}",23666,645,830,NA,6,95
"437954",101419812,"2010-08-30T00:00:00.000","2010-08-30T00:00:00.000",1315,14,"Pacific",1433,997,"TRAFFIC COLLISION","",43,"M","A",101,"STREET","VENICE","WALNUT","{'longitude': '-118.4491', 'latitude': '33.9958'}",25073,911,854,10,10,30
"357612",120710658,"2012-06-04T00:00:00.000","2012-06-04T00:00:00.000",820,7,"Wilshire",764,997,"TRAFFIC COLLISION","3035 3037 3101 3401 3701 3025 3008",30,"M","H",101,"STREET","VENICE                       BL","SIERRA BONITA                AV","{'longitude': '-118.3611', 'latitude': '34.0436'}",23080,652,1104,NA,12,69
"72536",181404197,"2018-01-04T00:00:00.000","2018-01-04T00:00:00.000",2100,14,"Pacific",1469,997,"TRAFFIC COLLISION","3004 3028 3034 3037 3101 3401 3701 4027",99,"","",101,"STREET","ACACIA","63RD","{'longitude': '-118.3642', 'latitude': '33.9821'}",24351,926,758,10,10,16
"3107",190209245,"2019-04-05T00:00:00.000","2019-04-04T00:00:00.000",1341,2,"Rampart",221,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3002 3034",57,"M","O",101,"STREET","MARIPOSA                     AV","ROSEWOOD                     AV","{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'longitude': '-118.2994', 'latitude': '34.0791'}",22721,453,933,NA,8,89
"137542",160325605,"2016-11-18T00:00:00.000","2016-11-18T00:00:00.000",1645,3,"Southwest",307,997,"TRAFFIC COLLISION","4025 3004 3028 3030 3101",43,"M","O",101,"STREET","ADAMS                        BL","WEST                         BL","{'longitude': '-118.337', 'latitude': '34.0338'}",23077,657,1361,7,12,17
"394364",111816979,"2011-08-19T00:00:00.000","2011-08-17T00:00:00.000",1605,18,"Southeast",1842,997,"TRAFFIC COLLISION","",25,"M","B",101,"STREET","111TH                        ST","MAIN                         ST","{'longitude': '-118.2739', 'latitude': '33.9348'}",24355,812,704,7,14,NA
"437419",101118953,"2010-09-04T00:00:00.000","2010-09-04T00:00:00.000",1140,11,"Northeast",1101,997,"TRAFFIC COLLISION","",40,"F","H",101,"STREET","SUNSET                       BL","ALVARADO                     ST","{'longitude': '-118.2635', 'latitude': '34.0776'}",23444,470,789,NA,8,31
"35288",181715623,"2018-08-31T00:00:00.000","2018-08-31T00:00:00.000",830,17,"Devonshire",1701,997,"TRAFFIC COLLISION","3004 3037 3026 3101 3401 3701 4026",65,"F","W",101,"STREET","PORTER RANCH                 RD","RINALDI                      ST","{'longitude': '-118.571', 'latitude': '34.2786'}",18905,66,909,14,2,48
"464163",101105637,"2010-01-28T00:00:00.000","2010-01-28T00:00:00.000",1200,11,"Northeast",1151,997,"TRAFFIC COLLISION","",NA,"M","W",108,"PARKING LOT","HOLLYWOOD","EDGEMONT","{'longitude': '-118.2962', 'latitude': '34.1018'}",23445,401,1327,16,7,3
"38780",181915593,"2018-08-10T00:00:00.000","2018-08-10T00:00:00.000",1540,19,"Mission",1915,997,"TRAFFIC COLLISION","3009 3025 3037 3101 3401 3701 4026",42,"F","H",108,"PARKING LOT","GLENOAKS                     BL","HERRON                       ST","{'longitude': '-118.4427', 'latitude': '34.3022'}",18912,43,363,NA,1,47
