"","Row original","Division of Records","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting Distric","Crime Code","Crime Code Description","Modus Operandi Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Address","Cross Street","Location","Zip Codes","Census Tracts","Precint Boundaries","LA Specific Plans","Council Districts","Neighborhood Councils"
"94",223821,150409064,"2015-04-25","2015-04-25",1400,4,"Hollenbeck",455,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3003 3026",32,"M","H",101,"STREET","600 N  SAINT LOUIS                  ST","","{'longitude': '-118.2101', 'latitude': '34.0506'}",23450,512,509,NA,9,38
"95",96220,170814154,"2017-08-14","2017-08-10",1150,8,"West LA",827,997,"TRAFFIC COLLISION","3006 3025 3035 3037 3101 3401 3701 4027 3030",37,"F","O",108,"PARKING LOT","SAN VICENTE                  BL","MONTANA                      AV","{'longitude': '-118.4699', 'latitude': '34.0527'}",23680,840,344,9,10,NA
"96",385001,111017827,"2011-10-29","2011-10-29",1620,10,"West Valley",1012,997,"TRAFFIC COLLISION","",NA,"M","H",101,"STREET","SATICOY                      ST","RESEDA                       BL","{'longitude': '-118.536', 'latitude': '34.2084'}",18909,254,284,NA,2,12
"97",197401,151320182,"2015-10-25","2015-10-25",1425,13,"Newton",1309,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036 3029 3026",32,"M","W",101,"STREET","SANTA FE","HUNTER                       ST","{'longitude': '-118.2299', 'latitude': '34.0276'}",23082,533,1287,NA,9,76
"98",34546,180515482,"2018-09-05","2018-09-05",1730,5,"Harbor",519,997,"TRAFFIC COLLISION","",39,"M","B",101,"STREET","ALAMEDA                      ST","PACIFIC COAST                HY","{'longitude': '-118.2408', 'latitude': '33.7913'}",3350,2329,430,NA,15,15
"99",209785,151218842,"2015-08-06","2015-08-04",2300,12,"77th Street",1273,997,"TRAFFIC COLLISION","3004 3028 3030 4012 3102",20,"F","B",101,"STREET","MANCHESTER                   AV","HARVARD                      BL","{'longitude': '-118.3068', 'latitude': '33.96'}",23678,780,1074,7,14,20
"100",427275,100628319,"2010-11-23","2010-11-23",1425,6,"Hollywood",647,997,"TRAFFIC COLLISION","1501",54,"M","H",101,"STREET","HOLLYWOOD                    BL","GOWER                        ST","{'longitude': '-118.3224', 'latitude': '34.1017'}",23446,427,573,NA,8,64
"101",285348,140704360,"2014-01-14","2014-01-13",2129,7,"Wilshire",738,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4027",58,"F","W",101,"STREET","HIGHLAND                     AV","3RD                          ST","{'longitude': '-118.3386', 'latitude': '34.0689'}",23667,577,1228,NA,6,86
"102",333412,120418258,"2012-12-16","2012-12-16",1750,4,"Hollenbeck",438,997,"TRAFFIC COLLISION","3030 3101 3401 3701 3004",25,"M","H",101,"STREET","BUDAU                        AV","LOMBARDY                     BL","{'longitude': '-118.1772', 'latitude': '34.0774'}",23449,504,775,NA,9,91
"103",272434,141608104,"2014-04-27","2014-04-27",1500,16,"Foothill",1657,997,"TRAFFIC COLLISION","3006 3030 3037 3101 3401 3701 4026 3028",35,"M","O",101,"STREET","HELENDALE                    AV","DAY                          ST","{'longitude': '-118.2964', 'latitude': '34.2542'}",3222,3,1270,18,1,7
"104",321571,131409602,"2013-03-26","2013-03-26",330,14,"Pacific",1438,997,"TRAFFIC COLLISION","3006 3030 3035 3037 3104 3401 3701 4027",55,"F","W",101,"STREET","KELTON                       AV","REGENT                       AV","{'longitude': '-118.4121', 'latitude': '34.0165'}",23451,897,846,9,6,74
"105",90535,170415528,"2017-09-15","2017-09-15",1430,4,"Hollenbeck",477,997,"TRAFFIC COLLISION","3101 3401 3701 3003 3025 3029 0605",NA,"M","H",101,"STREET","SUNRISE                      ST","EUCLID                       AV","{'longitude': '-118.208', 'latitude': '34.0297'}",23441,524,351,NA,9,38
"106",111378,171511289,"2017-05-05","2017-05-05",1115,15,"N Hollywood",1566,997,"TRAFFIC COLLISION","3004 3036 3026 3104 3401 3701 4026",85,"M","W",101,"STREET","LANKERSHIM                   BL","BLOOMFIELD                   ST","{'longitude': '-118.3658', 'latitude': '34.1496'}",8489,343,701,NA,7,5
"107",457706,100807661,"2010-03-25","2010-03-21",2300,8,"West LA",889,997,"TRAFFIC COLLISION","0605",43,"F","B",101,"STREET","S  ROBERTSON                    BL","SAWYER                       ST","{'longitude': '-118.3867', 'latitude': '34.0445'}",23451,875,835,NA,6,95
"108",382071,112021833,"2011-11-22","2011-11-21",1201,20,"Olympic",2029,997,"TRAFFIC COLLISION","",36,"M","B",101,"STREET","VIRGIL                       AV","WILSHIRE                     BL","{'longitude': '-118.287', 'latitude': '34.0618'}",22722,601,684,NA,12,89
"109",308052,132112734,"2013-07-16","2013-07-15",1810,21,"Topanga",2104,997,"TRAFFIC COLLISION","3006 3037 3025 4026 3101 3401 3701",52,"F","H",101,"STREET","TOPANGA CANYON               BL","NORDHOFF","{'longitude': '-118.605', 'latitude': '34.2355'}",4284,96,1418,NA,2,43
"110",324283,131207928,"2013-03-05","2013-03-04",1930,12,"77th Street",1203,997,"TRAFFIC COLLISION","3009 3026 3101",32,"M","H",101,"STREET","WESTERN                      AV","46TH                         ST","{'longitude': '-118.3089', 'latitude': '34.0019'}",24027,742,1048,7,14,35
"111",431945,100816862,"2010-10-19","2010-10-18",2315,8,"West LA",859,997,"TRAFFIC COLLISION","",29,"F","W",101,"STREET","WOOSTER","CASHIO","{'longitude': '-118.383', 'latitude': '34.052'}",23666,645,830,NA,6,95
"112",233791,151407387,"2015-02-15","2015-02-14",1925,14,"Pacific",1441,997,"TRAFFIC COLLISION","4027 3004 3028 3034 3037 3101 3401 3701",21,"M","O",101,"STREET","VENICE                       BL","ABBOT KINNEY                 AV","{'longitude': '-118.4627', 'latitude': '33.989'}",25073,913,1133,10,10,30
"113",24860,181616117,"2018-11-03","2018-11-03",1620,16,"Foothill",1612,997,"TRAFFIC COLLISION","3004 3026 3032 3037 3101 3401 3701 4016",25,"M","H",108,"PARKING LOT","PAXTON                       ST","SAN FERNANDO                 RD","{'longitude': '-118.4202', 'latitude': '34.2733'}",18907,24,1376,NA,1,11
"114",42395,181611866,"2018-07-18","2018-07-18",1615,16,"Foothill",1655,997,"TRAFFIC COLLISION","3004 3037 3028 3030 3101 3401 3701 4026",61,"M","O",101,"STREET","SUNLAND                      BL","STONEHURST                   AV","{'longitude': '-118.3663', 'latitude': '34.2432'}",19335,14,1373,8,1,9
"115",463420,101606939,"2010-03-04","2010-02-03",930,16,"Foothill",1687,997,"TRAFFIC COLLISION","",43,"F","H",101,"STREET","LORNE","FAIR","{'longitude': '-118.3747', 'latitude': '34.2175'}",19335,166,272,NA,3,21
"116",210636,151012682,"2015-07-29","2015-07-29",710,10,"West Valley",1004,997,"TRAFFIC COLLISION","3006 3037 3028 3101 3401 3701 4026",NA,"F","W",101,"STREET","LINDLEY                      AV","CANTARA                      ST","{'longitude': '-118.5274', 'latitude': '34.2193'}",18909,254,282,NA,2,12
"117",118756,170207825,"2017-03-19","2017-03-19",300,2,"Rampart",221,997,"TRAFFIC COLLISION","3101 3401 3701 3003 3026 3032 3034",38,"F","H",102,"SIDEWALK","NEW HAMPSHIRE","ROSEWOOD                     AV","{'longitude': '-118.2932', 'latitude': '34.0791'}",22721,453,933,16,8,89
"118",312727,131610222,"2013-06-05","2013-06-05",1040,16,"Foothill",1622,997,"TRAFFIC COLLISION","3006 3037 3101 3401 3701 4026",39,"M","H",101,"STREET","SAN FERNANDO","DEL SUR","{'longitude': '-118.4334', 'latitude': '34.2768'}",18907,23,378,NA,1,11
"119",98563,170713279,"2017-07-26","2017-07-26",1630,7,"Wilshire",711,997,"TRAFFIC COLLISION","3004 3028 3030 3035 3037 3101 3401 3701 4027",43,"M","W",101,"STREET","FLORES                       ST","BEVERLY                      BL","{'longitude': '-118.3711', 'latitude': '34.0761'}",23679,462,1082,NA,6,26
"120",460696,101507380,"2010-02-25","2010-02-25",2030,15,"N Hollywood",1541,997,"TRAFFIC COLLISION","",29,"F","A",101,"STREET","MAGNOLIA","BABCOCK","{'longitude': '-118.4063', 'latitude': '34.1649'}",8890,191,636,17,5,39
"121",428157,100120280,"2010-11-17","2010-11-16",1740,1,"Central",192,997,"TRAFFIC COLLISION","",40,"M","O",101,"STREET","WASHINGTON                   BL","FLOWER                       ST","{'longitude': '-118.2708', 'latitude': '34.0338'}",23076,694,660,7,13,76
"122",43291,181914125,"2018-07-12","2018-07-12",920,19,"Mission",1916,997,"TRAFFIC COLLISION","3003 3036 3026 3101 3401 3701 4026",NA,"M","H",101,"STREET","BORDEN                       AV","POLK                         ST","{'longitude': '-118.4467', 'latitude': '34.3103'}",18912,44,1529,NA,1,47
"123",78825,170519061,"2017-11-25","2017-11-25",1905,5,"Harbor",563,997,"TRAFFIC COLLISION","0605 1300 4005 3101 3025 3004",20,"M","H",101,"STREET","CABRILLO","11TH","{'longitude': '-118.2946', 'latitude': '33.7343'}",3342,977,1210,NA,15,36
"124",62388,181817386,"2018-08-16","2018-03-10",700,18,"Southeast",1821,997,"TRAFFIC COLLISION","3006 4025 3037 3030 3101",NA,"X","X",101,"STREET","94TH                         ST","VERMONT                      AV","{'longitude': '-118.2916', 'latitude': '33.951'}",23675,802,201,7,14,45
"125",311372,131711919,"2013-06-17","2013-06-17",1540,17,"Devonshire",1722,997,"TRAFFIC COLLISION","3004 3037 3101 3401 3701 4026",28,"M","H",101,"STREET","TOPANGA CANYON               BL","CRAGGYVIEW                   ST","{'longitude': '-118.606', 'latitude': '34.2554'}",4284,90,231,4,2,43
"126",28519,181820498,"2018-10-13","2018-10-12",2250,18,"Southeast",1849,997,"TRAFFIC COLLISION","3008 3028 3101 4018",NA,"M","H",101,"STREET","IMPERIAL                     HY","GRAPE","{'longitude': '-118.2363', 'latitude': '33.9292'}",24354,1664,NA,NA,NA,NA
"127",406821,110312147,"2011-05-07","2011-05-07",2355,3,"Southwest",355,997,"TRAFFIC COLLISION","0605 1300",39,"F","B",101,"STREET","WESTERN                      AV","36TH                         PL","{'longitude': '-118.3089', 'latitude': '34.0219'}",23079,687,1295,7,14,32
"128",234269,151306638,"2015-02-11","2015-02-11",1000,13,"Newton",1331,997,"TRAFFIC COLLISION","3101 3401 3701 3006 3030",23,"F","B",101,"STREET","MAIN                         ST","29TH                         ST","{'longitude': '-118.2702', 'latitude': '34.0225'}",22724,700,660,7,13,6
"129",81047,171521959,"2017-11-11","2017-11-11",1200,15,"N Hollywood",1555,997,"TRAFFIC COLLISION","3006 3030 3037 3028 3101 3401 4026",25,"M","W",101,"STREET","TUJUNGA                      AV","HUSTON                       ST","{'longitude': '-118.379', 'latitude': '34.16'}",8488,NA,322,NA,5,13
"130",336743,120817379,"2012-11-18","2012-11-18",1600,8,"West LA",815,997,"TRAFFIC COLLISION","3004 3026 3035 3036 3101 3401 3701 4027",20,"F","H",101,"STREET","MONTANA                      AV","CASHMERE                     ST","{'longitude': '-118.4586', 'latitude': '34.069'}",23680,853,763,9,6,72
"131",174804,160110683,"2016-03-25","2016-03-25",1500,1,"Central",191,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036 3026",42,"F","H",101,"STREET","WASHINGTON                   BL","GEORGIA                      ST","{'longitude': '-118.274', 'latitude': '34.0353'}",23076,694,660,7,13,76
"132",286895,130417738,"2013-12-30","2013-12-30",1330,4,"Hollenbeck",423,997,"TRAFFIC COLLISION","3101 3401 3701 3004 3036 3025",20,"F","A",101,"STREET","DALY                         ST","N  MISSION                      RD","{'longitude': '-118.2144', 'latitude': '34.0606'}",23448,494,488,NA,9,38
"133",58604,180508369,"2018-04-03","2018-04-03",2025,5,"Harbor",567,997,"TRAFFIC COLLISION","4025 3026 3029 3101 3036 3004",42,"M","H",101,"STREET","PACIFIC                      AV","19TH                         ST","{'longitude': '-118.288', 'latitude': '33.727'}",3342,981,1207,NA,15,33
"134",334828,120718475,"2012-12-05","2012-12-05",1430,7,"Wilshire",706,997,"TRAFFIC COLLISION","3004 3030 3035 3037 3101 3401 4027 3701",31,"M","W",101,"STREET","MELROSE                      AV","SYCAMORE                     AV","{'longitude': '-118.3428', 'latitude': '34.0835'}",23669,445,870,NA,6,86
"135",257352,140915091,"2014-08-23","2014-08-23",1040,9,"Van Nuys",943,997,"TRAFFIC COLLISION","3003 3036 3026 3101 3401 3701 4026",24,"M","A",101,"STREET","BURBANK                      BL","VAN NUYS                     BL","{'longitude': '-118.4485', 'latitude': '34.1721'}",19729,242,323,NA,7,18
"136",262512,141216388,"2014-07-15","2014-07-15",1130,12,"77th Street",1218,997,"TRAFFIC COLLISION","4025 3008 3026 3101",59,"M","H",101,"STREET","52ND                         PL","HOOVER                       ST","{'longitude': '-118.2871', 'latitude': '33.995'}",23668,745,989,7,13,2
"137",299928,132115632,"2013-09-18","2013-09-17",2027,21,"Topanga",2156,997,"TRAFFIC COLLISION","3004 3030 3037 3101 3401 3701 4026",23,"M","O",101,"STREET","CANOGA                       AV","VICTORY                      BL","{'longitude': '-118.5975', 'latitude': '34.1884'}",4278,299,434,2,4,49
"138",167429,160709740,"2016-05-12","2016-05-12",955,7,"Wilshire",705,997,"TRAFFIC COLLISION","",20,"F","H",101,"STREET","MELROSE                      AV","EL CENTRO                    AV","{'longitude': '-118.3464', 'latitude': '34.0846'}",23677,446,805,NA,6,26
"139",297297,131016082,"2013-10-09","2013-10-08",730,10,"West Valley",1045,997,"TRAFFIC COLLISION","4010 3003 3037 3101 3401 3701 3025",NA,"F","B",101,"STREET","ETIWANDA","OXNARD","{'longitude': '-118.5308', 'latitude': '34.1802'}",19339,316,341,NA,4,10
"140",182267,161605488,"2016-02-07","2016-02-06",2030,16,"Foothill",1621,997,"TRAFFIC COLLISION","3004 3026 3036 3101 3401 3701 4026",54,"M","H",101,"STREET","PAXTON                       ST","REMICK                       AV","{'longitude': '-118.44', 'latitude': '34.2636'}",18907,26,505,NA,1,11
"141",228314,150309340,"2015-03-27","2015-03-25",2100,3,"Southwest",334,997,"TRAFFIC COLLISION","3004 3028 3030 3101 4003 3032",26,"F","W",108,"PARKING LOT","29TH","CRENSHAW","{'longitude': '-118.3351', 'latitude': '34.0295'}",23079,662,926,7,12,NA
"142",385079,110817420,"2011-10-29","2011-10-29",2025,8,"West LA",834,997,"TRAFFIC COLLISION","4027 3026 3035 3037 3101 3401 3701",62,"F","W",101,"STREET","WILSHIRE                     BL","SELBY                        AV","{'longitude': '-118.438', 'latitude': '34.0604'}",23442,847,1254,9,6,72
"143",253951,140813728,"2014-09-17","2014-09-17",1820,8,"West LA",858,997,"TRAFFIC COLLISION","4008 3008 3025 3035 3036 3101 3401 3701",47,"M","H",101,"STREET","PICO                         BL","CREST","{'longitude': '-118.3874', 'latitude': '34.0553'}",23666,644,819,NA,6,95
"144",316624,130809028,"2013-05-05","2013-05-05",1630,8,"West LA",815,997,"TRAFFIC COLLISION","3011 3034 3026 3037 4027 3101 3401 3701",23,"M","O",101,"STREET","SUNSET                       BL","VETERAN                      AV","{'longitude': '-118.4555', 'latitude': '34.0759'}",23680,829,774,NA,6,81
"145",342364,120815582,"2012-10-05","2012-10-05",915,8,"West LA",884,997,"TRAFFIC COLLISION","0605 3034 3036 3101 3401 3701 4008 3004",33,"F","W",101,"STREET","TENNESSEE                    AV","KELTON                       AV","{'longitude': '-118.4323', 'latitude': '34.0413'}",24029,869,814,9,6,75
"146",322424,132107428,"2013-03-19","2013-03-19",255,21,"Topanga",2107,997,"TRAFFIC COLLISION","3011 3034 3028 3101 3401 3701 4026",NA,"M","O",101,"STREET","DE SOTO                      AV","COMMUNITY                    ST","{'longitude': '-118.5885', 'latitude': '34.2222'}",4282,94,1457,NA,4,66
"147",354800,120711678,"2012-06-29","2012-06-28",1120,7,"Wilshire",705,997,"TRAFFIC COLLISION","1501 3006 3030 3035 3037 3101 3401 3701",NA,"F","O",108,"PARKING LOT","MELROSE                      AV","LA BREA                      AV","{'longitude': '-118.3441', 'latitude': '34.0835'}",23669,446,805,NA,6,26
"148",180108,161005975,"2016-02-19","2016-02-19",130,10,"West Valley",1003,997,"TRAFFIC COLLISION","3006 3030 3028 3101 3401 3701 4010 3037",NA,"F","O",101,"STREET","SATICOY                      ST","AMIGO                        AV","{'longitude': '-118.5382', 'latitude': '34.2084'}",18909,249,551,NA,4,12
"149",47498,181414229,"2018-06-15","2018-06-15",1100,14,"Pacific",1449,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",NA,"F","W",101,"STREET","WASHINGTON                   PL","MCLAUGHLIN","{'longitude': '-118.4213', 'latitude': '34.0044'}",24031,903,1343,10,10,27
"150",55581,180210385,"2018-04-23","2018-04-23",2040,2,"Rampart",215,997,"TRAFFIC COLLISION","0605 3101 3401 3701 3004 3030",49,"F","H",101,"STREET","RAMPART                      BL","LONDON                       ST","{'longitude': '-118.2736', 'latitude': '34.0746'}",23444,472,612,NA,8,31
"151",121672,171407451,"2017-03-03","2017-03-02",1945,14,"Pacific",1469,997,"TRAFFIC COLLISION","3004 3028 3030 3037 3102 3401 3701 4027 3035",31,"F","B",101,"STREET","LA TIJERA","KNOWLTON","{'longitude': '-118.3732', 'latitude': '33.9761'}",23676,926,1063,10,10,16
"152",459439,100107399,"2010-03-08","2010-03-07",2000,1,"Central",145,997,"TRAFFIC COLLISION","",56,"F","B",101,"STREET","LOS ANGELES                  ST","5TH                          ST","{'longitude': '-118.2476', 'latitude': '34.0461'}",23074,542,1502,NA,9,76
"153",86987,170716703,"2017-10-08","2017-10-07",1600,7,"Wilshire",752,997,"TRAFFIC COLLISION","3006 3028 3030 3035 3037 3101 3401 3701 4027",31,"M","W",101,"STREET","LA CIENEGA","WHITWORTH","{'longitude': '-118.3762', 'latitude': '34.0571'}",23666,639,811,NA,6,95
"154",49593,180314894,"2018-06-02","2018-06-02",2055,3,"Southwest",362,997,"TRAFFIC COLLISION","4003 3004 3036 3025 3101",38,"M","H",101,"STREET","COLISEUM","NICOLET","{'longitude': '-118.3504', 'latitude': '34.0183'}",23077,763,1030,7,12,54
"155",445060,100715903,"2010-10-01","2010-07-02",415,7,"Wilshire",758,997,"TRAFFIC COLLISION","",53,"M","B",101,"STREET","NORTON                       ST","COUNTRY CLUB                 DR","{'longitude': '-118.3239', 'latitude': '34.0476'}",23080,615,823,NA,12,52
"156",425196,101621353,"2010-12-10","2010-12-10",705,16,"Foothill",1617,997,"TRAFFIC COLLISION","",37,"F","O",101,"STREET","RIDERWOOD                    DR","BACHRY                       PL","{'longitude': '-118.3274', 'latitude': '34.2649'}",3221,13,1372,NA,1,7
"157",454943,100310998,"2010-04-13","2010-04-13",930,3,"Southwest",397,997,"TRAFFIC COLLISION","",29,"M","B",101,"STREET","BUDLONG","42ND","{'longitude': '-118.2959', 'latitude': '34.0073'}",23668,733,1153,7,13,2
"158",146727,160917447,"2016-09-21","2016-09-21",2100,9,"Van Nuys",969,997,"TRAFFIC COLLISION","3004 3036 3029 3026 3101 3401 3701 4026",40,"F","W",101,"STREET","COLDWATER CANYON             AV","ADDISON                      ST","{'longitude': '-118.4137', 'latitude': '34.1613'}",19736,203,689,NA,7,NA
"159",334845,120718430,"2012-12-04","2012-12-04",745,7,"Wilshire",729,997,"TRAFFIC COLLISION","3025 3034 3036 3101 3401 3701 4027 3008",NA,"M","W",101,"STREET","BEVERLY                      BL","LUCERNE                      AV","{'longitude': '-118.3248', 'latitude': '34.0762'}",22721,577,348,NA,7,86
